2cm Gotland,20cm Gotland,40cm Gotland,80cm Gotland,120cm Gotland,145cm Gotland,185cm Gotland,220cm Gotland,270cm Gotland ,2cm Fin,10cm Fin,20cm Fin,40cm Fin,80cm Fin,110cm Fin ,150cm Fin,190cm Fin,domain,phylum,class,order,family,genus
0.03095,0,0.02075,0.38305,0.04505,0.1901,0.05355,0.02635,0.1166,0.00655,0.0167,0.1693,0.045,0.17905,0.06525,0.03615,0.1793,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,
0.0477,0.0114,0.0069,0,0.0133,0.04355,0.02605,0.00635,0,0.0388,0,0.0102,0.015,0.013,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,uncultured,
0.03095,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
0.0142,0.0228,0.0069,0.08115,0.0185,0,0.0079,0.15885,0.00945,0.4157,0.0498,0.06645,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
0.0365,0,0,0,0.00665,0,0.01395,0,0,0.10895,0.01425,0.0239,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa
0.0142,0.0455,0.0069,0,0,0,0.00605,0.02635,0.00945,0,0.0071,0,0,0.0075,0,0.00625,0,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium
0.0198,0,0,0,0,0.0092,0.00605,0,0,0.0126,0,0.006,0.02315,0,0.0056,0,0.00755,Bacteria,Fibrobacterota,Chitinivibrionia,uncultured,,
0.0142,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,B5-096,
0.03095,0.1365,1.3401,0.2791,0.71775,0.729,0.1721,0.13705,0.01995,0.00655,0.308,0.22335,0.16905,0.0055,0,0.00625,0.00635,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
0.0142,0,0,0,0,0,0,0,0.00945,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus
0.0142,0,0.02075,0,0,0.0178,0.01395,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 8
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-008
0.0142,0.0228,0.01385,0.00535,0.0384,0.0092,0.0121,0.01995,0,0.01915,0,0.02215,0,0.01105,0.0056,0.01415,0.03295,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
0.0198,0,0,0,0,0.0092,0.0498,0,0,0,0.0096,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,HN-HF0106
0.05885,0.1251,0.04805,0.07545,0,0.027,0.02795,0.05625,0,0.0949,0.0167,0.0102,0,0,0.0056,0,0.02025,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,UCG-012
0.0142,0,0,0,0,0,0,0,0,0,0.0096,0.006,0,0.0075,0,0,0,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium
0.0198,0.0114,0.0825,0.00535,0.0185,0,0.0079,0.02545,0.0133,0.0262,0.0167,0,0.0287,0,0,0,0,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Incertae Sedis,DTU014,,
0.02535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis
0.0142,0,0.01385,0,0.0199,0.03555,0,0.00635,0,0,0,0,0.03,0,0.01115,0.00625,0.0127,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
0.0142,0,0,0.00535,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium
0.02535,0.0341,0.02055,0,0.0185,0,0.00605,0,0,0.0388,0.0071,0.02215,0,0,0,0,0,Bacteria,PAUC34f,,,,
0.0198,0.0114,0,0.00535,0,0,0,0.02085,0,0,0,0,0,0,0,0,0,Bacteria,Patescibacteria,ABY1,Candidatus Kerfeldbacteria,,
0.03095,0,0,0.02705,0,0,0,0.00635,0,0.0257,0.01925,0.02215,0.00685,0,0,0,0,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,,
0.02535,0,0,0,0,0,0,0,0,0.0131,0,0.01795,0,0,0,0,0.00755,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,,
0.0198,0.0455,0,0,0,0,0,0.0127,0,0,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Kazania,,,
0.0142,0.0114,0.04825,0.016,0.02515,0,0,0.01995,0,0.00655,0.01925,0.0102,0.00815,0,0,0,0,Bacteria,Patescibacteria,Microgenomatia,Candidatus Chisholmbacteria,,
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Patescibacteria,Microgenomatia,Candidatus Collierbacteria,,
0.0365,0.1024,0.0962,0.10785,0.0503,0.0448,0.02795,0.08625,0.03325,0.01915,0.01925,0.197,0.00815,0.0075,0.0262,0.022,0,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,,
0.02535,0.0341,0.0069,0,0,0,0,0.02635,0,0,0.0096,0.12875,0.00815,0,0,0,0,Bacteria,Patescibacteria,Parcubacteria,Candidatus Moranbacteria,,
0.0142,0,0.02055,0.00535,0,0.0086,0,0,0,0,0,0,0.00815,0,0,0,0,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,,
0.0142,0,0.04115,0.0107,0.0133,0.0086,0.0079,0.0145,0.02555,0.00655,0.02635,0.0204,0.015,0.02805,0.0337,0.05025,0.01905,Bacteria,Planctomycetota,BD7-11,,,
0.02535,0.2048,0.2747,0.3873,0.3738,0.26815,0.4374,0.17435,0.7945,0,0.2026,0.22585,0.34855,0.32125,0.6051,0.5786,0.3169,Bacteria,Planctomycetota,Brocadiae,SM23-32,,
0.0198,0.6826,0.8192,0.92915,3.0173,2.1126,1.6332,0.62285,2.08905,0.0131,0.32305,0.8974,1.14645,4.3252,5.44325,4.65785,1.76325,Bacteria,Planctomycetota,Phycisphaerae,DG-20,,
0.0142,0.0228,0.0069,0.016,0.0185,0.01715,0.01395,0.00635,0,0.01915,0.01925,0.0341,0.02185,0.0055,0.01115,0,0,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,ST-NAGAB-D1,
0.0365,0.0341,0,0.00535,0,0,0,0.00725,0,0.01915,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
0.0421,0.0569,0.1306,0.10785,0.11525,0.0626,0.01585,0.08625,0.01995,0,0.0335,0.02815,0.02055,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group
0.0421,0.0341,0.11675,0.0915,0.26615,0.1074,0.08,0.09445,0.10225,0,0.0741,0.07245,0.16775,0.14135,0.1382,0.317,0.05555,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,,
0.0142,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,
0.0142,0,0.0277,0.00535,0,0,0,0,0.00665,0.0126,0.0096,0,0,0.0055,0.0056,0.00625,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula
0.0421,0.0341,0.04115,0.00535,0.0185,0.03685,0,0.00635,0,0.0393,0.0096,0.0102,0.00685,0,0,0.00625,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
0.08115,0.1251,0.1237,0.11855,0.12995,0.16685,0.14565,0.1498,0.15165,0.1852,0.15275,0.2012,0.08065,0.0947,0.07275,0.10815,0.13365,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
0.05325,0.0341,0.0069,0.016,0.02515,0.05275,0.0219,0.0191,0.00665,0,0.0167,0.01795,0.00815,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured
0.05885,0.0114,0,0,0,0.0092,0,0.0272,0,0.0977,0,0.02215,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured
0.0923,0.0114,0,0,0.02515,0.04545,0.00605,0,0,0.01915,0.02385,0.0162,0.0137,0.0055,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,
0.0142,0.0114,0,0,0.02515,0.0092,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,uncultured
0.0198,0,0,0,0,0,0.0219,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis
0.02535,0.0341,0.16485,0.03205,0.44255,0.52155,0.2615,0.0281,0.1317,0,0.15775,0.2164,0.1436,0.16095,0.18155,0.1364,0.0908,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
0.0142,0,0,0.00535,0,0.0092,0,0,0.0161,0,0.0071,0,0,0,0.02425,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
0.0142,0,0,0,0,0,0.0079,0,0,0,0,0,0,0.0075,0.0075,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter
0.03095,0.0341,0.06885,0.0107,0.00665,0.03625,0.0121,0.06175,0,0,0.03095,0.04855,0.0274,0.0055,0.0075,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,EF100-94H03,
0.0198,0,0,0,0,0,0,0,0,0,0,0.0102,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,uncultured,
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,
0.0142,0,0,0,0,0,0,0,0.00665,0,0,0,0.00685,0.01855,0.0131,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
0.02535,0,0,0,0.00665,0.02635,0.02795,0.0127,0,0,0,0,0,0.0205,0.01865,0.00625,0.00635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
0.0198,1.1604,0.1658,0.0484,0.20155,0.4889,0.2671,0.10345,0.19715,0.01965,0.28665,0.2159,2.4661,0.5749,0.28195,0.1274,0.2927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
0.02535,0,0.01365,0,0,0,0,0,0,0.01965,0,0,0,0.0075,0.0056,0,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor
0.07,0.1138,0.13735,0.05375,0.1456,0.0804,0.1121,0.1026,0.0133,0,0.7713,0.3785,0.2608,0.5677,0.17555,1.09315,0.09595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia
0.0198,0,0,0,0.00665,0,0,0.00635,0,0,0.0071,0,0.0137,0.0667,0,0.0125,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pannonibacter
0.0198,0,0,0.016,0.02515,0,0,0.00725,0.00665,0,0.03095,0.0264,0.0137,0.02605,0,0.00625,0.06945,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured
0.0198,0,0,0,0.00665,0,0,0,0,0.0126,0,0,0.00685,0.0075,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
0.0198,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter
0.03095,0,0,0,0,0,0.0079,0,0,0.0318,0,0,0,0.0075,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jhaorihella
0.03095,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.0056,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium
0.03095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella
0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudohalocynthiibacter
0.0421,0.0341,0,0,0.0133,0,0,0,0,0,0,0,0,0,0,0,0.00635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius
0.0142,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
0.0198,0,0.0069,0,0,0,0,0,0,0,0,0.0102,0.00685,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Oceanibaculaceae,Oceanibaculum
0.0142,0.0114,0.07575,0.02135,0.05835,0.04415,0.1238,0.0481,0,0.01915,0.0167,0.0264,0.00685,0.01105,0.0131,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,,
0.03095,0.0114,0.0275,0.0484,0.0332,0.04355,0.01815,0.01995,0.0578,0.53825,0.0477,0.1073,0,0.0075,0.01675,0.0204,0.01505,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,uncultured
0.0198,0,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,GKS98 freshwater group
0.0142,0,0,0,0.00665,0,0,0.0136,0,0.18095,0.02845,0.02815,0.00685,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
0.0198,0,0,0,0,0,0,0,0,0.02525,0,0.0366,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
0.0198,0.0796,0.0069,0.02135,0.00665,0.027,0,0.01995,0.00665,0.0257,0.0096,0.0264,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44
0.0142,0.0114,0.0617,0,0.0318,0.04355,0,0.0191,0,0.058,0.0071,0.09115,0.015,0,0.02065,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,
0.0142,0,0.0069,0,0,0,0,0.0127,0,0,0.0096,0.01195,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,uncultured
0.0198,0,0,0,0,0,0,0,0,0.0257,0.01925,0.0264,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola
0.0142,0.091,0.10325,0.02135,0.1086,0.2234,0.26985,0.09355,0.00945,0,0.02135,0.02215,0.0163,0.0221,0.03735,0.0079,0.04285,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
0.0198,0,0.01385,0.02705,0.0199,0.04415,0.0381,0.0136,0.0266,0.0126,0.0167,0.02815,0.00685,0.0055,0.01115,0.03775,0,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,,
0.0198,0,0.01385,0.0324,0.0185,0,0,0.05445,0.00665,0,0.0071,0.006,0,0,0,0,0.00635,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured
0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
0.03095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Moritellaceae,Moritella
0.0756,0.0228,0.01365,0,0.0185,0.01715,0.01585,0.00635,0,0,0,0.0102,0.00815,0.013,0.0223,0,0.00635,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,uncultured
0.0198,0.0114,0.0069,0.00535,0,0,0,0,0,0.065,0.0071,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter
0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Marine Methylotrophic Group 3
0.0142,0,0,0,0.07685,0,0,0,0,0.00655,0.0096,0.0162,0,0.0075,0,0,0.02025,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,uncultured
0.03095,0.0114,0,0,0.00665,0,0.00605,0,0,0.01915,0.0071,0.006,0,0.0055,0.0056,0.00625,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,
0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Gynuella
0.0142,0,0,0,0,0,0,0.00725,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oleispira
0.0198,0,0,0,0,0,0,0.00725,0,0.01915,0,0.0102,0,0,0,0,0.00635,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade
0.07,0.2162,0.04115,0.38235,0,0.0092,0,0.3795,0,0.1744,0.06235,0.05625,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured
0.0142,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,Bacteria,Spirochaetota,,,,
0.0198,0,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Brevinematia,Brevinematales,Brevinemataceae,Brevinema
0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella
0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,uncultured
0.03095,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Spirochaetota,MVP-15,,,
0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,V2072-189E03,,,
0.03095,0,0,0,0,0,0,0.02175,0,0.1029,0,0.05875,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,
0.03095,0,0,0,0,0,0,0,0,0.058,0,0.0102,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3,
0.0198,0.0114,0,0,0,0,0,0,0,0,0,0.0204,0.00815,0,0.0056,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08,
0.0477,0,0,0,0,0,0,0,0,0.1029,0.02385,0.03835,0,0,0.0075,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,LD1-PB3,,
0.0142,0.0114,0.0273,0,0.00665,0,0,0.0127,0,0.0893,0,0.006,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,uncultured,
0.0365,0.0341,0.02055,0,0.0185,0,0,0.0191,0,0.16695,0.0071,0.01795,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,
0.0142,0,0,0,0,0,0,0,0,0.0257,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
0.02535,0,0,0,0,0,0,0,0,0.0318,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,uncultured
0,0.0228,0.01385,0.0107,0,0,0.00605,0.02085,0.00665,0,0,0,0,0,0,0,0.00755,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,,
0,0,0,0.00535,0,0,0,0.02635,0,0,0.0071,0,0,0.0075,0,0,0,Archaea,Aenigmarchaeota,Deep Sea Euryarchaeotic Group(DSEG),,,
0.0056,0.0341,0,0.0324,0,0,0.0219,0.0499,0,0,0,0,0.00685,0,0,0,0,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Candidatus Altiarchaeum
0,0.0455,0.0896,0.1182,0.16415,0.0534,0.2094,0.0136,0,0,0,0,0.00815,0,0,0,0,Archaea,Asgardarchaeota,Heimdallarchaeia,,,
0.0056,0,0,0.02135,0,0,0.01585,0.02635,0.0872,0,0,0,0.00815,0.0055,0.05795,0.0424,0.05555,Archaea,Asgardarchaeota,Odinarchaeia,,,
0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0.0079,0,Archaea,Crenarchaeota,Nitrososphaeria,Caldiarchaeales,Geothermarchaeaceae,
0,0,0,0,0,0,0,0,0,0,0.0096,0,0.00815,0,0,0.0079,0,Archaea,Crenarchaeota,Nitrososphaeria,Marine Benthic Group A,,
0,0,0,0,0,0,0,0,0,0,0,0,0.00685,0,0,0,0,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum
0,0,0.01365,0.02705,0.00665,0,0.0079,0.00635,0.00665,0,0,0,0.00685,0,0.0075,0,0,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,
0,0,0.01365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera
0,0,0,0,0.00665,0,0,0,0.0161,0,0,0,0.00815,0,0,0.01415,0,Archaea,Crenarchaeota,Thermoprotei,Geoarchaeales,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
0,0,0,0,0.0133,0,0,0.0136,0,0,0,0,0,0,0,0.022,0,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermobacteriaceae,Methanothermobacter
0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0,0,Archaea,Hadarchaeota,Hadarchaeia,Hadarchaeales,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,Archaea,Halobacterota,ANME-1,ANME-1a,,
0,0,0,0,0.00665,0.02635,0.14375,0,0.12605,0,0,0,0,0.1177,0.04095,0.069,0.07455,Archaea,Halobacterota,ANME-1,ANME-1b,,
0,0,0,0,0,0,0,0,0,0,0.0071,0.01195,0,0,0,0.01415,0,Archaea,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,Haloferax
0,0,0,0,0,0,0,0,0,0,0,0,0.0163,0,0,0,0,Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,Halorientalis
0,0,0.0069,0,0,0,0,0,0,0,0,0,0.00685,0,0,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02065,0,0.00755,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus
0,0.0114,0,0.0107,0,0,0,0.0191,0,0,0,0,0,0,0,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium
0,0.0228,0,0,0,0,0,0.01995,0,0,0,0,0,0,0,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,SDB
0,0.0114,0,0,0.0318,0,0,0.00635,0,0,0,0,0,0,0,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,uncultured
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea
0,0,0,0.00535,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
0,0.0114,0.0275,0.00535,0.04505,0.027,0.01395,0.02085,0,0,0,0,0,0.02605,0.0056,0,0,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,ANME-2a-2b,
0,0.0114,0,0.00535,0,0.01715,0,0.0145,0,0,0,0,0,0,0.0262,0,0,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta
0,0.0683,0,0.03205,0.0185,0,0.00605,0.07445,0,0,0,0,0,0,0,0,0,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,ANME-3
0,0.0114,0,0.00535,0.0185,0,0,0.03535,0,0,0,0,0.00815,0,0,0,0,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
0,0,0,0,0,0,0.0079,0.00725,0,0,0,0,0,0,0,0.00625,0,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,,
0,0.0114,0,0,0,0,0.00605,0,0,0.0126,0,0,0.02185,0,0,0,0.00635,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Candidatus Iainarchaeum,
0.0056,0.0114,0,0.00535,0,0,0,0.0127,0,0,0,0,0.0163,0,0,0,0,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,,
0,0,0,0,0,0,0.00605,0.0136,0,0,0,0,0,0,0,0,0,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,
